index,tweet_id,veracity,text,favorite_count,retweet_count,created_at
100003,1254923219359936512,false,"Excellent, devastating story. Anyone who says covid-19 is “just like the flu” needs to read this https://t.co/c1UaBU9lU1",0,0,2020-04-27 23:59:45+00:00
100003,1256064242572300293,false,"Had a grown man today tell me: 
1. He refuses to watch news, all liars, all of em
2. Can’t believe any numbers, all… https://t.co/XvDKCvKbKm",11,0,2020-05-01 03:33:46+00:00
100003,1253362977828294657,false,"When will you apologize for hawking hydroxycoriquine, or the Seth Rich conspiracy theories, or that Covid 19 is jus… https://t.co/8a1oACSSA9",1,0,2020-04-23 16:39:54+00:00
100003,1253183292947550208,false,"#IsAMassiveUnderstatement 
covid 19 is just like the flu https://t.co/AkgyNHXfab",2,0,2020-04-23 04:45:54+00:00
100003,1252636346134355968,false,just had an encounter with the most ignorant customer smh💀 this woman comes up and says we shouldn't be wearing mas… https://t.co/67FUSLsYAk,4,0,2020-04-21 16:32:32+00:00
100003,1252607413846491136,false,"'We Are Not A Communist Nation': Rally Organizer Denies COVID Facts, Demands Death |
&amp; Argued on Monday that COVID-… https://t.co/LTz8Mt2e40",1,1,2020-04-21 14:37:34+00:00
100003,1254476000425017344,false,@TeachOnTheRight @JPL_Reader @tedcruz Please show me some research that states Covid-19 is just like the flu. Preferably CDC/ECDC reasearch,0,0,2020-04-26 18:22:40+00:00
100003,1251988266838081537,false,@_KJKelly @THEshabbs I'm not at all suggesting that Covid-19 is just like the flu. It is clearly worse both in term… https://t.co/mZ5IbQGdve,0,0,2020-04-19 21:37:18+00:00
100003,1252683209390739456,false,"ONS weekly deaths in London, UK, updated for wk 15; the trend continues unabated. A visual aid for those who contin… https://t.co/BWFmGVw8FJ",4,1,2020-04-21 19:38:45+00:00
100003,1252068558676393984,false,"Go ahead, tell me COVId-19 is just like the flu. https://t.co/8kVPjsekvB",13,7,2020-04-20 02:56:21+00:00
100003,1251470505267396608,false,#CoronavirusUSA deaths in a week compared with deaths from other causes. Next time someone says #Covid_19 is just l… https://t.co/IQ3ascO47J,0,0,2020-04-18 11:19:54+00:00
100003,1252555497946972160,false,"Read this thread if you think COVID-19 is ""just like the flu"" and appreciate actual science https://t.co/Oeb9wo06YP",0,0,2020-04-21 11:11:16+00:00
100003,1252230982775652354,false,@ZiadSatNam @biden_says @ronnieg1002 @OfficialJLD Ditto for Twitter. So happy for the Mute button.🙂 Fascinating how… https://t.co/oaKoUzk3YG,2,0,2020-04-20 13:41:46+00:00
100003,1250923196116803586,false,"Oh my fucking.. to read it is one thing but the way he said it...

Reminder this is the “doctor” y’all were screami… https://t.co/LWV5kQqWrM",0,0,2020-04-16 23:05:05+00:00
100003,1255181275977015296,false,"@evolnemesis @BabeTruth2 No. Faith based learning is where science is forgotten, and as such this misconception tha… https://t.co/t6dvoyyJpM",1,0,2020-04-28 17:05:10+00:00
100003,1252630938770649089,false,"Can you tell fact from fiction?
1. The immediate risk of becoming seriously ill from Covid-19 is thought to be low.… https://t.co/RBewlcQX4b",0,0,2020-04-21 16:11:03+00:00
100003,1256013502298370048,false,@HughJassman6 @cutzie80 @jim_walkup @SenPolehanki So trumpesque. Now with 61k dead in 3 months and counting you're… https://t.co/72vmTcOf8r,2,0,2020-05-01 00:12:09+00:00
100003,1252428594413842437,false,@TamerELG Can't wait for Fox News to praise this decision and then in the next segment talk bout how America needs… https://t.co/gyUwCfzr6e,1,0,2020-04-21 02:47:00+00:00
100002,1254164579459854336,false,@5151mpk1 @grumpyMichael @ScottMorrisonMP have you seen this? I thought you and your experts said children cannot get Covid-19?,0,0,2020-04-25 21:45:11+00:00
100003,1252622099987877889,false,"@Katojana @Justinray06 @SteveRustad1 @ToddJCefaratti Because covid-19 is just like the flu?

You are proving the po… https://t.co/bLtxuWF7oi",0,0,2020-04-21 15:35:55+00:00
100003,1250848833069875209,false,"Yeah, Covid-19 is just like the flu. https://t.co/SfqjwPUfI0",212,72,2020-04-16 18:09:36+00:00
100003,1252847501251538944,false,"Next time someone tries to tell you COVID-19 is just like the flu, remind them of these numbers https://t.co/p2G67suZMY",5,0,2020-04-22 06:31:35+00:00
100003,1252205124350545923,false,"But COVID-19 is just like the flu, right? https://t.co/uIQbFi69ph",0,0,2020-04-20 11:59:01+00:00
100003,1255226064877555715,false,"ONS weekly deaths in London, UK, updated for wk 16; the trend continues unabated. A visual aid for those who contin… https://t.co/DX1I091aLj",0,1,2020-04-28 20:03:09+00:00
100003,1255841759877349376,false,"@hilltothesouth @Imamofpeace That wasn't my point. This was -

https://t.co/HcIsJsTB5T

And if you still think covi… https://t.co/CsAc4qbQPB",2,0,2020-04-30 12:49:42+00:00
100003,1254817528452284426,false,"""But Covid-19 is just like the flu!"" https://t.co/YUxkwWRifB",0,0,2020-04-27 16:59:46+00:00
100003,1251922661237800965,false,How about it @realDonaldTrump @IngrahamAngle @seanhannity why don’t you lead the protests in person? Without masks… https://t.co/6GEPzu2aIx,1,0,2020-04-19 17:16:36+00:00
100003,1250949774791958528,false,"For those saying COVID-19 is “just like the flu..."" https://t.co/A3CwngN288",1,0,2020-04-17 00:50:42+00:00
100003,1251532038194282496,false,@BCJ166 @justinamash Right. But individual responsibility requires individual responsibility. These idiots are advo… https://t.co/C1fgpQQ4yk,3,0,2020-04-18 15:24:24+00:00
100003,1254472790557802499,false,@soledadobrien We need these international students. Look at the GOP base. They believe the Covid-19 is just like the flu.,1,1,2020-04-26 18:09:54+00:00
100003,1255638434821083138,false,Which one of the quack FOX loving doctors on TV is still saying Covid 19 is just like the flu? My parents were reci… https://t.co/E6dnd3uIDe,2,0,2020-04-29 23:21:46+00:00
100003,1253837309880995844,false,@USAF_Eternally @TTStraw2 @michellmybell1 @th1rt3en_TM @geraldpayne25 @nico_manocchio @HazyPeter @lindaz333… https://t.co/KJsTySUSXN,0,0,2020-04-25 00:04:44+00:00
100003,1253361821244895234,false,@kaykumaroct @TylerW17799573 @davequigon @JoeySalads Dude your calling me stupid cause I said covid 19 is just like… https://t.co/O2xPOuAqtT,1,0,2020-04-23 16:35:19+00:00
100003,1252262216184680448,false,"@leesgirl9 @MelissaJPeltier @erickbellomy If Covid-19 is just like the flu, why are they all wearing masks?",5,1,2020-04-20 15:45:52+00:00
100003,1251671901983760385,false,"A visual aid for those who think that COVID-19 is ""just like the flu"".  https://t.co/zGEdipicsJ. As seen on… https://t.co/HRU8bwVmOs",1,0,2020-04-19 00:40:11+00:00
100003,1255911880436178947,false,@Convertbond What about none of these. Might want to add No National Leadership. No early testing. No early Lockdow… https://t.co/qlA7JP0I0z,0,0,2020-04-30 17:28:20+00:00
100001,1238131052582928385,false,"COVID-19 is just like the flu

Only older adults and young people are at risk coronaviruses can infect people of an… https://t.co/ApcgSTtCEa",0,0,2020-03-12 15:53:40+00:00
100003,1249790552486359040,false,A visual for the people in your life who want to believe that COVID-19 is just like the flu re: fatalities. https://t.co/CV2wDx4u4m,1,0,2020-04-13 20:04:22+00:00
100003,1251085257539031040,false,"Damn. Scientific information being conveyed by leadership.  And policy based on it

We get ""covid 19 is just like t… https://t.co/S2RT2eg8Qh",0,0,2020-04-17 09:49:04+00:00
100003,1256227600936177664,false,"For all the people saying #Covid_19 is just like the #Flu.
There's an average of 17,000 in the uk per annum from fl… https://t.co/WswlbdbdDU",0,0,2020-05-01 14:22:54+00:00
100003,1255183675248963585,false,This doctor who I’ve never heard of but just watched for 12 min on YouTube says Covid-19 is just like the flu. I do… https://t.co/ZwdCysyYHg,1,0,2020-04-28 17:14:43+00:00
100003,1254441536261099522,false,With people (including many in positions of power and influence) still insisting that Covid-19 is just like the flu… https://t.co/AK1nY1LmQf,10,3,2020-04-26 16:05:43+00:00
100003,1253702772471578624,false,"I know y’all waiting for a “safe” time to go outside but honestly Covid-19 is just like the flu, it has to run it’s… https://t.co/wQUZgGUslc",0,0,2020-04-24 15:10:08+00:00
100001,1242474839966765056,false,"2. Only older adults and young people are at risk

COVID-19, like other coronaviruses, can infect people of any age… https://t.co/maCT8XKOTM",0,0,2020-03-24 15:34:20+00:00
100003,1252408181260603395,false,"I see #MAGA and #KAGA marching in the streets, screaming to open up the country.

They are arguing the flu kills 60… https://t.co/S3CG8Mb74C",17,7,2020-04-21 01:25:53+00:00
100003,1253865797375733761,false,@realDonaldTrump supporters are struggling right now. They have to believe #Covid_19 is just like the flu and also… https://t.co/jH14bSNYm4,0,0,2020-04-25 01:57:56+00:00
100003,1253728770940383232,false,COVID-19 is just like the flu except for the fact that it's probably about 8-10x worse.,0,0,2020-04-24 16:53:26+00:00
100003,1250065376437731331,false,"@goldencaskcap Covid-19 is just like the flu
With mortality rate at point two
Sure it moves fast
But I doubt it’d l… https://t.co/VvpLVfYGbF",1,0,2020-04-14 14:16:25+00:00
100003,1252348097629286400,false,"@SpeakerPelosi @HouseDemocrats @ThisWeekABC Trump needs to get out and about to provide testing.  After all, Covid… https://t.co/WecpmhRZsU",0,0,2020-04-20 21:27:08+00:00
100003,1252014222851989505,false,And now Brazil’s leader says COVID-19 is just like the flu 😡😡😡 the world is largely being run by egotistical narcissistic mad men😱😱😱,4,1,2020-04-19 23:20:26+00:00
100003,1250729706690936833,false,@Navigatorsofth1 @CarolineMack18 People are talking about the trade offs. Perhaps you have decided that COVID-19 is… https://t.co/Z2WmCmymdR,0,0,2020-04-16 10:16:14+00:00
100003,1254630112332443655,false,"@NancyKoentje @orremagic @eugenegu @realDonaldTrump https://t.co/OXI01a2G0V

It does not take er a genius to realis… https://t.co/RLq0HGPkrb",0,0,2020-04-27 04:35:03+00:00
100003,1253409965194113025,false,"@Chrisp1776 @washingtonpost “The flu is a much bigger threat than coronavirus, for now.” This was written before th… https://t.co/MWaqxJIpzR",1,0,2020-04-23 19:46:37+00:00
100003,1251668952993927170,false,"Whoever says COVID-19 is just like the flu obviously doesn't know math.

We've almost lost 40000 people and there's… https://t.co/ei28QR50bO",149,83,2020-04-19 00:28:27+00:00
100003,1251740072715706368,false,"President Trump &amp; his sycophants: COVID-19 is just like the flu. 
Nick Cordero: I bet my right leg that you’re wrong.￼",0,0,2020-04-19 05:11:04+00:00
100001,1243968198111789058,false,"2. Only older adults and young people are at risk.

SARS-CoV-2, like other coronaviruses, can infect people of any… https://t.co/nJye0kWVnI",0,0,2020-03-28 18:28:24+00:00
100003,1252044512874070016,false,"Maybe those who think COVID-19 is ""just like the flu"" should note that CDC says 24k to 60k people already died of t… https://t.co/cekffykUXM",1,0,2020-04-20 01:20:48+00:00
100003,1250630053345529863,false,"Thanks, Russell, excellent commentary about the start of the income protection market as always.

To say it's chall… https://t.co/819CqxFjEa",0,0,2020-04-16 03:40:14+00:00
100003,1255655200511033344,false,"@chrislhayes is talking about ""coronavirus trutherism""--US, and worldwide deaths, are up SIXTY PERCENT from the sam… https://t.co/OdfZE1osCD",0,0,2020-04-30 00:28:23+00:00
100003,1252696391769640962,false,"If you think Covid-19 is just like the flu...
""The virus has killed 100 Italian doctors. That doesn’t happen during… https://t.co/2wH7IeBcEZ",3,2,2020-04-21 20:31:08+00:00
100001,1242461115616866304,false,"#Corona Myth &amp; Reality.

Myth: Only older adults and young people are at risk.

Reality: People of all ages can be… https://t.co/8PBlLHb1gI",0,0,2020-03-24 14:39:48+00:00
100003,1250542140310073350,false,Share this with your crazy Unlce Liberty when he says COVID-19 is just like the flu. https://t.co/Y1JpvoDBm0,0,0,2020-04-15 21:50:54+00:00
100003,1251187362035425281,false,@realDonaldTrump For all the simpletons who believe COVID-19 is just like the flu or we don't stop living because o… https://t.co/kQhONw6zD7,0,0,2020-04-17 16:34:47+00:00
100003,1249804284155191296,false,@bonick0 @JoeySalads Are you implying COVID-19 is just like the flu?,0,0,2020-04-13 20:58:56+00:00
100003,1254176799468240897,false,"Just another post directed at the people out there who still believe that the COVID-19 is ""just like the flu.""

A n… https://t.co/qDhtyfaWHc",1,0,2020-04-25 22:33:45+00:00
100003,1254419960111067136,false,Really? Because the ones I know were saying COVID-19 is just like the flu until only a few weeks ago https://t.co/M0gdIYMT75,10,0,2020-04-26 14:39:59+00:00
100003,1251040711023214592,false,Take a lesson from this when you’re upset about your freedom and you think COVID-19 is “just like the flu” https://t.co/lkx5iraYaP,0,0,2020-04-17 06:52:03+00:00
100003,1250936554002034691,false,"In case there is anyone out there still saying #Covid_19 is ""just like the flu"" etc. and/or is failing to understan… https://t.co/w5ykvCuJTJ",1,0,2020-04-16 23:58:10+00:00
100003,1250346513374429185,false,When people say COVID-19 is just like the flu and not that bad..... https://t.co/URoa8SR223,3,0,2020-04-15 08:53:33+00:00
100003,1255568949862957057,false,"There are still dumb bitches that think COVID-19 is just like the flu.

Wow",1,0,2020-04-29 18:45:39+00:00
100003,1251245017395613696,false,"@StokedTweeter Spot on. Covid - 19 is just like the flu. Fu*k it. Acceptable losses. Yay, Pres. Trump. The protesto… https://t.co/8d5FtZdyYj",0,0,2020-04-17 20:23:53+00:00
100003,1255630129000099840,false,"@LeilaniMunter Covid-19 IS just like the flu. Both are viruses, both can make you feel miserable, one you are gener… https://t.co/WXpGkkIYur",1,0,2020-04-29 22:48:45+00:00
100003,1250869141562482688,false,"Critics of social distancing and restrictions who say COVID-19 ""is *just* like the flu"" to minimize the seriosuness… https://t.co/4y4GdqbT4W",3,0,2020-04-16 19:30:18+00:00
100003,1253157289587929089,false,Saying covid-19 is just like the flu #IsAMassiveUnderstatement,3,0,2020-04-23 03:02:35+00:00
100003,1255526790149353472,false,"@JessicaTarlov @OutnumberedFNC Jessica, speaking as a right-winger, if I hear one more fellow right-winger say covi… https://t.co/k9bOihIflf",1,0,2020-04-29 15:58:07+00:00
100003,1249961723282501635,false,@VK_Cast @Victor__Newman @MarthaW19860146 @parkbench559 @atlpt1870 @Howlinghamster @Khalid_Hart @maggieNYT And Covi… https://t.co/3JlUYtuouo,9,0,2020-04-14 07:24:32+00:00
100003,1250384452448108544,false,@MozScott @JLPerchard @WHO There are also those in the US who said COVID-19 is just like the flu. The @WHO isn't pe… https://t.co/zZRshTud4G,1,0,2020-04-15 11:24:19+00:00
100003,1248023340192804875,false,Daily News |  Do you still think COVID-19 is just like the flu? | Coronavirus Newsletter https://t.co/S8VUVcueCr,0,1,2020-04-08 23:02:06+00:00
100003,1244758091096158208,false,@Redeyebronson @SebGorka @realDonaldTrump He made the correct call banning travel from China at the end of January.… https://t.co/XsXXnxo5rJ,0,0,2020-03-30 22:47:10+00:00
100003,1248851277062082561,false,"@kjkwinger6 @emhlung @kmattox1 For anyone who still thinks COVID-19 is “just like the flu”, let this sink in",5,0,2020-04-11 05:52:01+00:00
100003,1243705054105755650,false,"For anyone that says the Covid-19 is just like the flu:

 600 people don’t die from the flu in a single week in New York City.",2,0,2020-03-28 01:02:46+00:00
100003,1243384220845608961,false,"How could HE have a cure? He's wilfully ignorant and still keeps saying that COVID-19 is 'just like the flu."" If an… https://t.co/vvCcGwNjRQ",1,0,2020-03-27 03:47:53+00:00
100003,1248548862022819842,false,@JohnFiliss @OffGuardian0 @Sideshow_JaneV3 @MoonofA Still claiming Covid-19 is just like the flu? Facts are such a… https://t.co/3FYTsp37kB,0,0,2020-04-10 09:50:20+00:00
100003,1247760767853588481,false,If you are one of those people who believe that COVID-19 is “just like the flu” then this video is for you. Please… https://t.co/LvrefqqDGR,0,0,2020-04-08 05:38:43+00:00
100003,1245736953108213762,false,"@bencar123 @coasttocoastam GN's been spreading dangerous trumpian lies the ""covid-19 is just like the flu!""- I hope… https://t.co/zwgddwZhsI",3,0,2020-04-02 15:36:48+00:00
100003,1245736180718673920,false,"@BajatosPoppa @mmfa he's been spreading dangerous trumpian lies the ""covid-19 is just like the flu!""- I hope he get… https://t.co/sx0rn2mjpX",0,0,2020-04-02 15:33:44+00:00
100003,1245080259311132672,false,James O'Keefe Telling Us That COVID-19 Is Just Like The Flu To Own The Libs https://t.co/rOsBpn1Jpu,0,0,2020-03-31 20:07:20+00:00
100003,1244221591845851136,false,"To be completely honest: at first, like many, I thought Covid-19 is ""just like the flu""... until I read some backgr… https://t.co/qWDxbh82GV",0,0,2020-03-29 11:15:18+00:00
100003,1247883203827859456,false,To all those people who said “COVID-19 is just like the flu”...🙄🤬. https://t.co/Vy4uGrJY8t,14,5,2020-04-08 13:45:14+00:00
100003,1247371241792643079,false,If you still think Covid-19 is just like the flu then watch this! It’s NOT! It’s horrendous and it spreads SO EASIL… https://t.co/maHFnipmMZ,0,0,2020-04-07 03:50:53+00:00
100003,1247448470283313154,false,"For asking that question, @Juliajoy, you will be told that you are saying Covid-19 is 'just like the flu'. It will… https://t.co/B17Kw16wvn",49,9,2020-04-07 08:57:46+00:00
100003,1245382027005906945,false,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 3.
COVID-19 is just like the flu....is this true?",3,3,2020-04-01 16:06:27+00:00
100003,1247283863342088196,false,For those who think COVID 19 is just like the flu! https://t.co/B2HrC58j6l,2,2,2020-04-06 22:03:41+00:00
100003,1245353737025138693,false,"@ToddP10 @Jennswhimsy @BedoyaBenardo @Dallasdaddy63 @WillemsAngie @MarieJo45528473 @Yamiche My dad supports Trump,… https://t.co/GXZRfLXyQh",1,0,2020-04-01 14:14:03+00:00
100003,1243623703096766468,false,Doing so is especially difficult in the face of deliberate misinformation campaigns arguing that climate change is… https://t.co/XiDxzeF7MW,0,0,2020-03-27 19:39:30+00:00
100003,1244467908236972033,false,I hate when people say Covid 19 is just like the flu... it’s not. It’s a bit worse.,7,2,2020-03-30 03:34:05+00:00
100003,1244219113666461701,false,"No, I'm not saying COVID-19 is just like the flu, but this study shows why Italy has been hit so hard.",0,0,2020-03-29 11:05:27+00:00
100003,1248606541793488896,false,Nearly 3-In-5 Right-Wing News Viewers Still Believe COVID-19 Is Just Like The Flu https://t.co/FaxWBEfXs8,53,30,2020-04-10 13:39:32+00:00
100003,1248486112751841281,false,@EternalRound @mwash52 @BingaZingaZinga @NightlyPolitics I didn't block you (yet). I guess twitter glitched. And I'… https://t.co/HBoX4usBv6,0,0,2020-04-10 05:40:59+00:00
100003,1243139730788749312,false,"We cannot ask Trump on what scientific model he is basing his idea of opening business again in 17 days, or how he… https://t.co/QQFuaoLIlv",1,0,2020-03-26 11:36:22+00:00
100003,1248619385821913093,false,Nearly 3-In-5 Right-Wing News Viewers Still Believe COVID-19 Is Just Like The Flu https://t.co/M7LBoOXYPG https://t.co/tnRtIrJfXw,0,2,2020-04-10 14:30:34+00:00
100003,1245736018722148360,false,"@JasonPo73300292 @coasttocoastam he's been spreading dangerous trumpian lies the ""covid-19 is just like the flu!""-… https://t.co/rTwKNiKPmf",3,0,2020-04-02 15:33:06+00:00
100003,1245125243833929728,false,"@mycubiclespace @ewarren Oh look, a fool who still thinks 240,000 deaths from COVID-19 is just like the flu. https://t.co/0D3BaQ2sby",3,0,2020-03-31 23:06:06+00:00
100003,1244308181314080768,false,I *had* forgotten! Remember when country musicians helped push pro-war propaganda and the lie that Iraq did 9/11? D… https://t.co/BxL8Rbr5aR,4,0,2020-03-29 16:59:23+00:00
100003,1247863014080028673,false,@ThatMartyGuy1 @rhonda_harbison @joshgerstein Whoever is selling these or whoever had stocks in the companies that… https://t.co/CV6cglDyUr,0,0,2020-04-08 12:25:01+00:00
100003,1248625448830918657,false,All the people using #EndTheShutdown because Covid-19 is “just like the flu” yea but this it’s more violet and dead… https://t.co/vkla4HOGq7,0,0,2020-04-10 14:54:39+00:00
100003,1245735947750330369,false,"@RetiredSkeptic he's been spreading dangerous trumpian lies the ""covid-19 is just like the flu!""- I hope he gets in… https://t.co/EPGgIU5ANx",0,0,2020-04-02 15:32:49+00:00
100003,1245514326519296000,false,"Anybody who thinks that COVID-19 is just like the flu is in for a big surprise. No, no it's not! Its much MUCH wors… https://t.co/4Vh0gZLhBg",1,0,2020-04-02 00:52:10+00:00
100003,1248076311928516608,false,#cvfreeCoronavirus Do you still think COVID-19 is just like the flu? | Coronavirus Newsletter - The Philadelphia In… https://t.co/UpvTcl5VOK,1,0,2020-04-09 02:32:35+00:00
100003,1245006106721689600,false,@BoganIrish @LexJim1 @briantylercohen @brithume @yashar 1. I'm disputing the statement that COVID-19 is just like t… https://t.co/FFuodRxMrP,0,0,2020-03-31 15:12:41+00:00
100003,1245646355520839683,false,"my self-isolation hobby is blocking:

TERFs
transphobes
anti LGBT bullshit
content thieves
people who use the term… https://t.co/iFTSrTec1e",1,0,2020-04-02 09:36:48+00:00
100003,1245736518192435203,false,"@coasttocoastam GN's been spreading dangerous trumpian lies the ""covid-19 is just like the flu!""- I hope he gets in… https://t.co/OvBrRkYNWp",0,0,2020-04-02 15:35:05+00:00
100003,1247425328672313345,false,"For anyone thinking COVID-19 is just ‘like the flu’ and still going out socialising with friends, watch these video… https://t.co/HdD7MUAscD",0,1,2020-04-07 07:25:49+00:00
100003,1248459861475487744,false,"Wow.. hope no one says stuff like ""COVID-19 is just like the flu"" any more https://t.co/Niwdwr3a0v",1,0,2020-04-10 03:56:40+00:00
100003,1247935266796568578,false,"In case you were still wondering whether COVID-19 is just like the flu, check this out: 
FLU: 79 deaths between 9/1… https://t.co/bL26VeJqNO",2,0,2020-04-08 17:12:07+00:00
100003,1246260336619069447,false,@James997733 Some people just want a psoriasis free corpse at their funeral. I don't see the problem. Just like COV… https://t.co/oRcahTZNdU,0,0,2020-04-04 02:16:33+00:00
100003,1248691292286189568,false,"@ChicoTheDoggers @someknew @DJx1555 @morningmika There are two quotes in this 30 second video from February 25, inc… https://t.co/9fvIbUZsr5",1,0,2020-04-10 19:16:18+00:00
100003,1246183767699591169,false,"Trisha Paytas needs to be banned on all platforms. I'm done. She's lied about being trans, having DID, and now told… https://t.co/Y7nojfMI2c",0,0,2020-04-03 21:12:17+00:00
100003,1248696085310251008,false,"Hey, Bill Spadea! 
Do you still think COVID-19 is just like the flu? 
Open your eyes.  Do you see the mass graves?… https://t.co/uB8VaVRHf9",1,1,2020-04-10 19:35:21+00:00
100003,1243568936802713602,false,For those who think COVID-19 is just like the flu:  Normal avg. deaths/day in New York City (from 2017) was 128.  Y… https://t.co/SnAaXDzbUx,1,1,2020-03-27 16:01:53+00:00
100003,1247591558809075712,false,@SnidePrince @ScottAdamsSays I would suggest this article to review the assumptions that COVID-19 is just like the… https://t.co/Syv4ECrttI,0,0,2020-04-07 18:26:21+00:00
100003,1249139542688444416,false,Think #COVID__19 is just like the flu?   Watch this.  #stayhome  #Heroes  https://t.co/ZZFj9NwQa1,6,2,2020-04-12 00:57:29+00:00
100003,1248762939261116421,false,"The more conservative news you watch, the more likely you are to be misinformed about basic information when it com… https://t.co/UDvOtieHl9",56,39,2020-04-11 00:01:00+00:00
100003,1245382652812824578,false,@_iIshraq_ @ActivistaNG @ActionAidNG @Okwuosamj Thank you.                                       Myth 3: COVID-19 i… https://t.co/j3UE9obdI8,2,1,2020-04-01 16:08:57+00:00
100003,1249017186661715968,false,I can't control myself from commenting when I see posts that say COVID-19 is just like the flu. I know no good will… https://t.co/FgnDTFadj5,22,0,2020-04-11 16:51:17+00:00
100003,1245736128734527488,false,"@_Fuck_China @DavidTheBastar1 @PrisonPlanet he's been spreading dangerous trumpian lies the ""covid-19 is just like… https://t.co/3DCzLfp1xT",0,0,2020-04-02 15:33:32+00:00
100003,1244107740689174533,false,"@paulsperry_ It entered the USA in December, probably both in Seattle and New York City, so the number of infected… https://t.co/aRfRZlyVWZ",0,0,2020-03-29 03:42:54+00:00
100003,1245080525091504129,false,James O'Keefe Telling Us That COVID-19 Is Just Like The Flu To Own The Libs https://t.co/QCGCOl7yLm,0,0,2020-03-31 20:08:24+00:00
